ID,date,S,K,T,r,sigma,option_type,asset_class
49,2025-09-19,50.29104359223,52.712744602453526,1.424329907891009,0.03809936335948437,0.5509492287711821,call,Commodity
50,2025-09-20,1.042851485108469,0.9998008747590144,1.637786195409176,0.042404535787167234,0.08594911512197552,put,FX
51,2025-09-21,1.1257523843153026,1.1595168348421754,1.4337370667896363,0.04183170677744404,0.12982951789667752,call,FX
52,2025-09-22,69.26365745327361,67.01944786095231,0.8136076100158935,0.01375927759363476,0.5560021367270265,put,Commodity
53,2025-09-23,1.0757318226085448,1.0849066607322364,0.6444283790437404,0.033633330422760434,0.09655980181324601,put,FX
54,2025-09-24,100.81874139386322,91.48994673108415,1.6629410652533505,0.024407625656450518,0.15762506248476235,call,Equity
55,2025-09-25,1.1032140009547733,1.0405119567062884,1.2834919040561004,0.01341389859975072,0.1269993553098611,call,FX
56,2025-09-26,89.22255222070694,89.78206027119697,1.1272067310592024,0.035497196059928265,0.16292043029215192,call,Equity
57,2025-09-27,79.74857413342393,76.09341389358066,0.9340456993407086,0.01313825525369064,,call,Equity
58,2025-09-28,50.93227157384714,55.64501851376433,1.688362228973191,0.03783896824374792,0.210140297366183,call,Commodity
59,2025-09-29,43.99851796472112,41.80072949833677,1.1435306629416289,0.038583836908002496,0.26257481706843444,put,Commodity
60,2025-09-30,96.65498764159052,92.40089034738595,1.9142440332600688,0.03951587666783074,0.3150493441794328,put,Equity
61,2025-09-01,60.610780985063165,57.552736636130376,0.776348089437397,0.04031384441857477,0.36784002497111595,put,Commodity
62,2025-09-02,110.32465260551147,101.85332209314632,0.18740501984133023,0.011629152092758806,0.15359837215743896,put,Equity
63,2025-09-03,52.219097140731144,48.01894973440134,1.0340701627219815,0.028938870831222627,0.38966953163493007,put,Commodity
64,2025-09-04,107.74634053429337,106.32089198889592,0.8571589953550095,0.03463400392208866,2.5,call,Equity
65,2025-09-05,95.59955513303017,98.00598552330251,1.0559588913021667,0.044259593647532895,0.2436531536566178,call,Equity
66,2025-09-06,1.1065370288643046,1.0319419213463528,0.2340806200608167,0.035696771128252626,0.1158693631618945,put,FX
67,2025-09-07,100.69802084990019,102.21804091737506,0.8375228597923916,0.035731528737694127,0.3850575603562394,put,Equity
68,2025-09-08,96.1468640313824,97.0240462793639,1.8887831366753978,0.02544410551203097,0.2645632226228791,put,Equity
69,2025-09-09,1.1140495933867518,1.0737155682938861,1.7052630908419637,,0.0571188648460229,call,FX
70,2025-09-10,93.77300480179406,89.68177815126158,0.32451317248114686,0.037869486614566024,0.35361712064723394,call,Equity
71,2025-09-11,108.9959987543325,115.61164017637063,0.6358656878854823,0.017097581751188914,0.33376776095097144,call,Equity
72,2025-09-12,51.536497604383044,54.69913516542082,1.9819597698012792,0.02650470707645706,0.5002459006563433,call,Commodity
73,2025-09-13,112.77664895788425,122.4925224970103,1.7309842285017223,0.027159761095000734,0.23520088506325446,call,Equity
74,2025-09-14,47.04214305582085,49.43699151512713,0.29593535078827193,0.04610211626718267,0.5003484271165989,put,Commodity
75,2025-09-15,56.52739403577164,60.9989735132727,0.8394831895949099,0.010433506059211934,0.3280198404122447,put,Commodity
76,2025-09-16,1.101050192081638,1.0110474154754476,0.7066959114217882,0.048002478682032196,0.14053819764192635,put,FX
77,2025-09-17,50.48497982496359,49.96443446840138,0.6571004662263226,0.02314658181479664,0.4527348848679197,call,Commodity
78,2025-09-18,1.1297578512718458,1.186782272490497,1.6040001830791122,0.04158472571178216,0.11725184560770384,call,FX
79,2025-09-19,99.87753227153085,100.86689678006321,0.9389079526094163,0.04550816731033199,0.16438969000416107,call,Equity
80,2025-09-20,1.0551372814257085,0.9743279079747463,0.3716841959003881,,0.08509150125520787,call,FX
81,2025-09-21,91.77779604433569,95.46669683598817,0.2382497120919677,0.04287440237161425,,call,Equity
82,2025-09-22,1.1121843605745958,1.0190608928334832,0.2611916567618646,0.049465583140047016,0.12062422271564961,call,FX
83,2025-09-23,1.0275957829251339,1.1195139333329176,1.9734020212634547,0.040135127410357664,0.13127995672575024,call,FX
84,2025-09-24,85.92536225623445,78.76779189680867,1.5765791402621299,0.0323361699894322,0.24406489638272894,call,Equity
85,2025-09-25,1.1428829811601011,1.1411972526013396,0.12157192505809623,0.028746425679765052,0.06111974823061513,put,FX
86,2025-09-26,98.40061470036572,90.89890442996813,0.32329986887649925,0.03596841208464254,0.16407581892045933,put,Equity
87,2025-09-27,52.59673257120586,51.28045283808952,0.6428529639355354,0.04474396512757841,0.5848690193898167,call,Commodity
88,2025-09-28,57.66369456501289,63.005919170999505,0.12309350191065105,0.04879515306830556,0.2894383354077811,put,Commodity
89,2025-09-29,102.24092481810416,103.34214718662582,1.941674817676288,0.030923913766805953,0.1684491411838497,call,Equity
90,2025-09-30,1.10062962003909,1.1437189810751478,-0.1,0.03510232320336254,0.11293986381352625,call,FX
91,2025-09-01,1.143616031836034,1.093517230247123,1.9057818197454615,0.04561055135563665,0.05454463803414579,put,FX
92,2025-09-02,50.91671002869176,52.14006135814262,0.6270242476641521,0.017524846388950452,0.3822627011142852,call,Commodity
93,2025-09-03,39.380521378450965,36.05471534717501,1.9513501345657163,0.049448429779184115,0.43346244474034884,put,Commodity
94,2025-09-04,1.073712248915962,1.0814636710529701,0.6881024709440227,0.04255180078827795,0.11981617140197451,put,FX
95,2025-09-05,1.055079266432582,1.1231397379646952,1.9046198352546555,0.0390287803355344,0.14109271844938423,call,FX
96,2025-09-06,1.1245959585753253,1.1062072483807335,1.872184118372625,0.044642555580016334,0.11134151959357898,put,FX
97,2025-09-07,111.79440120721287,103.97811434096548,1.2288483591690567,0.02523563426524086,0.3968190323287361,call,Equity
98,2025-09-08,95.30824347895295,101.82959420394802,1.6928245389511618,0.028747726391798813,0.3924785994536508,call,Equity
99,2025-09-09,1.0202786170602818,1.094702305391571,1.6445119173471474,0.04998870693144523,0.05563754966509271,call,FX
100,2025-09-10,94.00624977046228,95.04843512287894,1.56107608884297,0.04779062919529712,0.39915920926847637,put,Equity
101,2025-09-11,-10.0,44.20816933678222,1.9126969517915724,0.0342469853780352,0.3802176541240374,call,Commodity
102,2025-09-12,53.114249661737496,54.93820026546227,-0.1,0.02432650872131362,0.2914571222013851,call,Commodity
103,2025-09-13,1.1166157005989796,1.1774306989537553,1.0883106521127874,0.0440872600127416,0.10203077009037932,put,FX
104,2025-09-14,46.25756731721723,46.82133578131179,1.7656418450508555,0.026139314648495882,0.4207627355097942,put,Commodity
105,2025-09-15,106.45375949585147,100.34255067236738,0.35910580361486255,0.010581786626715278,0.3260199420248059,call,Equity
106,2025-09-16,1.1684315778766174,1.1894441108227325,0.8452636856894914,0.027498996880949162,0.0850587558806597,call,FX
107,2025-09-17,48.65296582777721,51.41307789494539,0.8534312864104133,0.03488346800911494,0.4055957956639243,call,Commodity
108,2025-09-18,107.17542255795962,116.81093511576469,0.37943961376517205,0.047063505006459776,0.3655909271866863,put,Equity
109,2025-09-19,82.96617560644846,90.93146899403858,1.0359743785864521,0.02315006441150033,0.2647839390595653,put,Equity
110,2025-09-20,99.44452301103381,94.27630401244782,0.24414032340646144,0.01515518887642597,0.30835021357918146,call,Equity
111,2025-09-21,1.1183299123048425,1.0838109336036041,1.8038979788214224,0.028958465610514895,0.06818800843991449,put,FX
112,2025-09-22,1.0530060106836323,0.9839961816423782,0.46534913573647446,0.011634744650659154,0.11675577385210271,call,FX
113,2025-09-23,94.69742381627559,86.9076617212019,0.32920815509114154,0.028431150721309032,0.1942526210691867,call,Equity
114,2025-09-24,92.07127167737656,89.57190237772642,1.056492814624228,0.03761579314517461,2.5,put,Equity
115,2025-09-25,46.501372460037075,50.41560131109303,0.21604812372424112,0.02107510592588815,0.5494314496427108,call,Commodity
116,2025-09-26,1.1106989955367113,1.1658473532849882,0.4505899367771169,0.018373972933468413,0.13062012797930614,call,FX
117,2025-09-27,97.24948302848355,94.69986687169853,0.9788159606529809,0.03989883752535026,0.304563692882574,put,Equity
118,2025-09-28,38.49039417632208,36.5846342571834,1.4553642131806497,0.04580827350748797,0.21467328115623918,put,Commodity
119,2025-09-29,130.7888080845524,129.4132333119228,-0.1,0.019698820145389186,0.176793002834944,call,Equity
120,2025-09-30,55.59787455717289,54.23332661599535,0.13813527577768012,0.022883166623327133,0.3076972923797524,put,Commodity
121,2025-09-01,93.53427115757474,100.83980807180588,1.2278256617526924,0.03716409276577958,0.1799405329548128,put,Equity
122,2025-09-02,1.0459225998192803,1.0455967319500559,0.265148547366105,0.03148426167274191,0.1289171238607338,put,FX
123,2025-09-03,1.176156203863483,1.0885514564018914,0.6391742210175765,0.024523291855945404,0.09316595462296794,put,FX
124,2025-09-04,105.38910043684659,106.88095280874694,0.7765837792059078,0.04946060995171919,0.3114793103329003,put,Equity
125,2025-09-05,43.00716213090429,40.02125347423207,0.5673196839305654,0.01642725493038223,0.2407129890481615,call,Commodity
126,2025-09-06,52.81484618345286,50.54481306154979,0.42940983106003416,0.045870616985057004,0.2746268096205223,put,Commodity
127,2025-09-07,50.24260813972413,55.08980010458838,0.31287391411929943,0.025914223961829665,0.3641587307958646,put,Commodity
128,2025-09-08,1.0584524941794482,1.1358268799880171,1.6524369348036319,0.020316113081797593,0.14694704332753689,call,FX
129,2025-09-09,1.1250458593812191,1.1378180309315833,1.1860641099928098,0.021199163746411367,0.14293759891275856,call,FX
130,2025-09-10,1.0511222377600726,0.9853311826926286,0.7149905491680629,,0.1269492933191937,put,FX
131,2025-09-11,1.018622878105842,1.0411588993074592,0.648398051156486,0.03324952885690449,0.06148368247392035,call,FX
132,2025-09-12,100.48084946661382,100.10183774931748,1.1119199218480131,0.012072941472897076,0.18859067881855057,put,Equity
133,2025-09-13,1.0569793317358025,1.1605548995375312,0.7124723054519736,0.042394977834185395,0.05633749704727678,call,FX
134,2025-09-14,48.077222278850876,49.822451622966156,1.5444329337904044,0.03382554962431377,0.3018562619055055,put,Commodity
135,2025-09-15,37.641777499363556,40.8754255948173,1.6781768747966852,0.048601076426660506,0.3395473066171981,put,Commodity
136,2025-09-16,1.0601552372264762,1.1091063098149556,1.882846867959972,0.017249322646626406,0.06242972234855448,call,FX
137,2025-09-17,1.104329489373645,1.1798278090717813,0.36556751558995004,0.04181069247439561,0.10744731131799119,put,FX
138,2025-09-18,98.44322764607921,91.82106872930375,0.41210501606888655,0.04258298880925528,0.20040683001193613,put,Equity
139,2025-09-19,102.89774856896413,110.66036585069703,0.8456457041030072,0.04266397757886308,0.23970762103087562,put,Equity
140,2025-09-20,60.37700399322719,58.89105865802695,0.9790915927722522,0.022055114966565682,0.3756539634280874,put,Commodity
141,2025-09-21,50.09209189594776,54.095197144698524,0.8293933206091016,0.031742114444559544,0.29288507805872693,call,Commodity
142,2025-09-22,1.1838218656137642,1.213236996834368,0.32210627734589176,0.04759328494453901,0.1406472110964547,call,FX
143,2025-09-23,42.60706877110079,45.11257906303588,-0.1,0.03133844367905286,0.2557088290653549,put,Commodity
144,2025-09-24,1.1571877021603465,1.2239799309017065,0.3881822714922272,0.02246888271182193,0.13938925830509577,put,FX
145,2025-09-25,108.30335816544246,109.8172156799801,-0.1,0.04507062547046998,0.15838310868394484,call,Equity
146,2025-09-26,45.719580870455665,48.657130734691016,0.31020030021489375,0.043858091669380726,0.33683269948636296,call,Commodity
147,2025-09-27,1.0865062532353316,1.0104328723684777,0.5355776509420188,0.03889010273572265,0.12972953657795536,call,FX
148,2025-09-28,45.106181421088465,46.37950756830475,1.41850204448749,0.03170897773390385,0.4880146146184297,put,Commodity
149,2025-09-29,92.26210800896428,99.79900997018134,1.2084444100556289,0.026034056670545595,0.1953994292003564,call,Equity
150,2025-09-30,87.55345296688583,95.38569313440078,0.3913676659205524,0.03344919328067189,0.26550145091103317,put,Equity
151,2025-09-01,1.2222875989808415,1.313256086818184,-0.1,0.03260532734356836,0.05181101838208405,put,FX
152,2025-09-02,101.29221181975228,109.85139118213726,1.4437534051954573,0.016101561716570453,0.32416270596922303,put,Equity
153,2025-09-03,59.410122482375165,62.21955868211844,1.875297328061128,0.047022740516271054,0.3696522685209544,put,Commodity
154,2025-09-04,56.72710023077489,52.33912340296652,1.9711982780284356,0.04355592345783737,0.38033574856165286,put,Commodity
155,2025-09-05,1.1027862456144348,1.0805105598111813,0.20404711376185952,0.023407889665836037,0.10912754357449292,put,FX
156,2025-09-06,1.1547095759235475,1.0403083465950553,0.7336484262131739,0.025926747743637735,0.13028534485980114,put,FX
157,2025-09-07,108.23170583961914,104.91880263320654,1.5012523714085217,0.028088717635592286,0.2365864985914903,put,Equity
158,2025-09-08,1.1036658983594203,1.0931677215286564,0.3676283387216197,0.01705547946024893,0.0724604822939982,put,FX
159,2025-09-09,36.515566785292144,35.5106138319181,1.2031178655282826,0.035290571516781215,2.5,put,Commodity
160,2025-09-10,99.45705133482188,102.71004029558746,0.4382683370525277,0.048442812698778204,0.1532736141470834,put,Equity
161,2025-09-11,1.0865555654722585,1.1945318622088743,1.054170519629361,0.03381540069280175,0.05853496680786439,call,FX
162,2025-09-12,88.9347409125833,93.38077484725098,0.49882062688161294,0.045922171577628554,0.16676911934710686,put,Equity
163,2025-09-13,-10.0,1.0653318689034532,1.1731981531989712,0.012628345577134095,0.053654966784809494,call,FX
164,2025-09-14,47.26570529379804,46.82413805965212,1.096341511722402,0.027630509877529127,0.5102110466780042,put,Commodity
165,2025-09-15,112.4608519249763,105.30672524140196,1.7373926799256827,0.04784461848534531,0.18881006148267812,put,Equity
166,2025-09-16,0.9963304883795926,0.9506476740254913,1.3235991321541298,0.026349366843923857,0.0873309316279753,call,FX
167,2025-09-17,1.1467839196573733,1.0830163488748938,0.5390421135173357,0.03687570974394914,0.05270959925034835,put,FX
168,2025-09-18,56.35777547497079,51.89546354517456,1.6198405622090597,0.017141786482173346,0.20788421510174568,put,Commodity
169,2025-09-19,43.889360955540276,41.63495927301118,1.4723071705257524,0.04422785872425143,0.23977655710373807,call,Commodity
170,2025-09-20,53.56499215086194,52.463519465068586,1.3693617594842276,0.01819937181663284,0.5320879458267966,put,Commodity
171,2025-09-21,52.96550628984192,48.57475618661922,0.4949838847774519,0.01106128815495279,0.20520076940429444,put,Commodity
172,2025-09-22,48.45226780343005,49.256978193613726,0.900706646125746,0.045706868443078995,0.27257417403591894,call,Commodity
173,2025-09-23,94.7727697948096,92.4923930537433,1.2215603907781347,0.020722545632915052,0.21485585835782312,call,Equity
174,2025-09-24,-10.0,1.1315707446478702,1.1488896436187623,0.02744506116541267,0.1124148907849134,call,FX
175,2025-09-25,102.11017467202619,94.76055337509653,1.7500891542060342,0.029497247929980545,0.3409014485399402,put,Equity
176,2025-09-26,49.51643444064804,52.48598706520784,0.9079056584915435,0.010898772332804696,0.5578208907576365,put,Commodity
177,2025-09-27,51.5390088444603,49.04336310009811,0.36477654073836585,0.04339720947197197,0.4533912879304589,put,Commodity
178,2025-09-28,41.449158036716874,41.66212532196809,0.4261906431117766,0.02089229306077476,0.5937608722814208,put,Commodity
179,2025-09-29,50.97922627548841,51.53161680536973,1.3376987378685419,0.04318967214828807,0.3096220882748824,put,Commodity
180,2025-09-30,45.10813611192484,40.696522767890386,0.3600826971307338,0.046000745673924204,0.2825685087042413,call,Commodity
181,2025-09-01,102.56029734313876,105.94553942593613,0.4332054293845542,0.04657647783699839,0.30012921510841334,put,Equity
182,2025-09-02,109.82690983945514,107.26000297512545,1.0859436400373912,0.011878638671002202,0.2546926312230183,call,Equity
183,2025-09-03,105.17659020469124,107.34642763391041,0.5661633083945098,0.02557182456167906,0.1706996669812816,call,Equity
184,2025-09-04,1.0637128093423267,1.0330082532955636,1.4661872198500663,0.021884868624927,0.07886937367706999,call,FX
185,2025-09-05,45.25300555584028,49.2065772799642,1.4918869846994756,0.018597615143630272,0.46546846614505927,call,Commodity
186,2025-09-06,126.32382064837391,120.31747780246619,1.2306480683304841,0.012057032539370014,0.15779578376532116,put,Equity
187,2025-09-07,62.800422691343975,66.2031028728402,0.3025366809541664,0.01300551126943235,0.33369755632678433,call,Commodity
188,2025-09-08,1.0951970050137676,1.0942094256162624,1.4079645532126983,0.02739309354414985,0.12281887562036033,call,FX
189,2025-09-09,107.07751935455475,111.24704237979044,0.6170757607369292,0.03360922667476349,0.3498539697422448,put,Equity
190,2025-09-10,94.37533224105732,86.66641673645678,1.8428957933782613,0.015472745236758456,0.2402434742350067,put,Equity
191,2025-09-11,49.62783285449977,50.04372349708744,1.7585970881651756,0.039288995456382446,0.27405317153544784,put,Commodity
192,2025-09-12,106.20672097550678,109.57949312026614,1.4153254725839197,0.04396782606261277,0.3516402869653624,call,Equity
193,2025-09-13,1.0964917144270678,1.2034365004589633,1.893712745404565,0.011577072454740236,0.07212094418196022,call,FX
194,2025-09-14,41.69519533242004,45.24135766430587,0.4430931557419337,0.03271780922210518,0.48223006900627535,call,Commodity
195,2025-09-15,1.045947172979587,1.1444875809474755,1.8941063293155243,0.02896856866629855,0.14243961953765302,call,FX
196,2025-09-16,55.26576426666452,59.07412143419658,0.7062908991621857,0.04315661896602709,2.5,put,Commodity
197,2025-09-17,100.96120776940984,93.29960267348297,0.24621108309549739,0.037851551035125594,0.20750220932192576,put,Equity
198,2025-09-18,95.37724711294958,99.66477429512528,0.2241770475179905,0.022611613513224414,0.23496874094201653,put,Equity
199,2025-09-19,1.1723488942176867,1.2018666174091808,1.7833577216487555,0.03463452752729218,0.081875250293207,put,FX
200,2025-09-20,50.98277388255787,46.133300400033015,1.7531878604117668,0.010850776434015486,0.2931837899014535,call,Commodity
