date,S,K,T,r,sigma,option_type,asset_class,price,delta,gamma,vega,rho,theta,error
2025-09-18,1.067744012269744,1.0522704835131795,0.1482963408137808,0.0143156570797321,0.1022732829381994,put,FX,0.009260863291135013,-0.3284335240297094,8.595301917811444,0.14862369609426668,-0.053378347252608586,-0.04609669064469926,
2025-09-19,50.43523534119085,50.52168830637655,1.8243763004595768,0.0199716891659549,0.3257423924305306,call,Commodity,9.519000488429313,0.61749544893609,0.017192660669125472,25.98961814399156,39.45127602836623,-2.7521015357763003,
2025-09-20,1.0850496324767067,1.1405067662677344,0.5347165144340826,0.0130791963931517,0.0910382923035629,call,FX,0.011582473327950205,0.27078634501008964,4.584145472036519,0.26272735841181405,0.15091526137269054,-0.02605675155288974,
2025-09-21,91.91506397106812,97.57924485075876,1.3034671373698046,0.0448584236075087,0.3824244130856432,call,Equity,15.833316109922691,0.5852190455808297,0.009713270261313947,40.905768429238805,49.47587145577752,-7.703371687651236,
2025-09-22,47.491214782077314,44.51418105156189,1.7958620971309578,0.031573689676626,0.5214688307596458,put,Commodity,9.69474057350711,-0.3004220922688935,0.010483188841939873,22.142227350580264,-43.03271817685584,-2.4581726073820036,
2025-09-23,1.0648973453061326,1.049372800829054,1.6542280552527369,0.0444292233302537,0.0727935162541941,call,FX,0.09874526759387459,0.8385894891824855,2.454450122742306,0.33516432058400253,1.3138978502926835,-0.04266301463623776,
2025-09-24,96.72337853402232,96.93128161710824,0.8930809059826801,0.0188843124188292,0.1517380326327976,call,Equity,6.223550459911145,0.5691997279098724,0.028329499937567903,35.91592679303083,43.61036441376936,-3.9732769544134334,
2025-09-25,48.28642741736616,46.57904765924957,1.0857021813123957,0.0381207583558071,0.5771638815650076,put,Commodity,9.277822483725465,-0.33382504126722123,0.012528426536212044,18.304443728175826,-27.5736229308941,-3.897205469518057,
2025-09-26,91.9772273077838,100.6558688802169,1.9286498603900115,0.0200712918330145,0.2409074005948235,put,Equity,15.116840552757132,-0.49462232914241877,0.012963236861842767,50.95392166678972,-116.89707065330171,-1.9657861531982124,
2025-09-27,40.40614392350479,36.66362139189552,1.258172234561804,0.0301071609291544,0.313936197750987,put,Commodity,3.1175499864566163,-0.2878555881001372,0.02397377568061251,15.460115749255213,-18.556385093166217,-1.4847449768615815,
2025-09-28,1.0986743062275393,1.0500352177603685,1.825705183336642,0.0195824756266788,0.0551478751249989,put,FX,0.005527229402544159,-0.13035368374131884,2.5888471585480946,0.31463264374551037,-0.2715617286417231,-0.0018391851938333384,
2025-09-29,99.65288230294756,94.51189516920152,1.377057540071169,0.0404647846131487,0.3964126135276501,call,Equity,22.979492453827618,0.6794783674043501,0.007719570778481766,41.847781068326945,61.59920619674088,-7.833436460722446,
2025-09-30,1.0415660981190236,1.0891065804691489,0.798787952166581,0.0352922332237431,0.0737637543992399,put,FX,0.037103199202998094,-0.5856718406558632,5.675358698832347,0.3627784707332243,-0.5169109670993086,0.006087962875930511,
2025-09-01,52.93428546900135,56.484085072999214,0.709482123446298,0.0174607404159941,0.2361159080217633,put,Commodity,5.882014049912815,-0.565383452693009,0.03738449268032352,17.548189155701845,-25.40668477106308,-2.294749546036744,
2025-09-02,121.9045562580998,124.12060903937083,1.3873722875003365,0.0106635131571142,,put,Equity,,,,,,,
2025-09-03,84.49336568933867,78.99059041037738,1.4127817023946851,0.0254694138520215,0.3112931976023624,call,Equity,16.391062287632167,0.6787696163397259,0.011457154087039258,35.9721723971872,57.86819847513493,-5.006304490607098,
2025-09-04,1.1034281487403017,1.0234342300286778,0.7480260669954911,0.0145389408496235,0.1436729988736734,put,FX,0.018962219733669183,-0.22503503442383,2.1875365899745525,0.2862433016661069,-0.19992658093843366,-0.023603450231782685,
2025-09-05,54.06758608684835,54.66450101349192,1.1063360988764124,0.019674091636018,0.5268888800804863,put,Commodity,11.451491605016898,-0.3834009071473423,0.012741271605726027,21.711651067004734,-35.60306080853579,-4.536917743101741,
2025-09-06,43.84567841783022,47.32891729497348,1.810794308610328,0.0353240582909307,0.2372411071223596,put,Commodity,5.875065453800364,-0.45203235378355044,0.028294645601550816,23.367750663328398,-46.5278720625833,-0.6231200578148023,
2025-09-07,87.63049289121918,94.59028645358008,1.7854642061037227,0.0411950218343049,0.3314889197175598,call,Equity,15.25562555034918,0.5851094985448055,0.010043248961736896,45.646228708035515,64.3085073278125,-5.72108914330768,
2025-09-08,1.0339771693457862,0.9479792129780944,0.4070945567797661,0.0459421675410831,0.1142031646154287,put,FX,0.002352516017075368,-0.06879605382557852,1.758459353266171,0.08740326716955203,-0.029915777066285017,-0.008883609844237831,
2025-09-09,51.46536236649341,47.97403505737432,1.1425941997965137,0.0376758079077077,0.2020246335384874,call,Commodity,7.50515483647645,0.7365102148320841,0.029385945647635622,17.966607641859028,34.73441835512942,-2.733687897836572,
2025-09-10,92.85648581973632,87.73580922850799,1.453140520560318,0.019489963499872,2.5,put,Equity,73.55508913211358,-0.06238590873246497,0.0004388576279397488,13.746614712177601,-115.30383090856938,-10.278428495448868,
2025-09-11,1.1579297789503702,1.238805016253934,1.3494644953706525,0.0327323441334188,0.1149632899047214,call,FX,0.04965013552847314,0.4569935725975465,2.564806567915126,0.533506493004894,0.6470902635959613,-0.038420878935279665,
2025-09-12,91.7931768164829,89.36461948052452,0.6038844985952784,0.0197595857351633,0.1734186919570231,put,Equity,3.2915929675537043,-0.3613360821340075,0.030281530924823885,26.720736000783845,-22.01749587062578,-3.1162928502730662,
2025-09-13,1.096144914529295,1.124894302126347,1.610141476729132,0.0301054837242076,0.1392046555177113,call,FX,0.08914234435616086,0.5855746764709138,2.012836901233179,0.5420786837180626,0.8899772972949394,-0.040072960163062235,
2025-09-14,103.41151974816644,103.25676841748395,0.4709616768162845,0.0388980846104602,0.2942259711565897,call,Equity,9.28849321683601,0.5789090045040965,0.01873092321112973,27.756429478389514,23.82000144638806,-10.637561160197004,
2025-09-15,44.64553750969444,48.698714571952685,1.838242341418852,0.0248063480102177,0.5761834337411657,call,Commodity,12.931322650913382,0.6322184905551134,0.010804408567782184,22.809756198341667,28.114835143677603,-3.9541729866766353,
2025-09-16,52.41236207621593,56.90219959347838,0.9135498818028972,0.0486661927617467,0.2061826466115469,put,Commodity,5.2771385736990695,-0.5370220537407979,0.03845764121496365,19.89914810298509,-30.53424723771706,-0.6189524622047198,
2025-09-17,-10.0,88.18056151434196,0.4220362187035757,0.032272050498334,0.3627841678792142,call,Equity,,,,,,,S and K must be positive
2025-09-18,84.85152775314135,88.17821329974319,1.1831162231697934,0.0138870597508307,0.3840386935401952,call,Equity,13.269045712930613,0.5620350266475796,0.01111906714384391,36.373917575036764,40.72343415240824,-6.381473356297569,
2025-09-19,50.29104359223,52.712744602453526,1.424329907891009,0.0380993633594843,0.5509492287711821,call,Commodity,13.0936963024307,0.6329853091699158,0.011387652356179393,22.601521134551696,26.691651161770057,-5.085254613567757,
2025-09-20,1.042851485108469,0.9998008747590144,1.637786195409176,0.0424045357871672,0.0859491151219755,put,FX,0.008780128530127329,-0.1423853842611691,1.9627366146107559,0.3004730796112574,-0.25756961999273836,-0.0012154074153218715,
2025-09-21,1.1257523843153026,1.1595168348421754,1.4337370667896363,0.041831706777444,0.1298295178966775,call,FX,0.08687747248633004,0.6077406054965521,2.1959558140460387,0.5180268923187278,0.8563538923823054,-0.04844007829343281,
2025-09-22,69.26365745327361,67.01944786095231,0.8136076100158935,0.0137592775936347,0.5560021367270265,put,Commodity,11.973744861670987,-0.36739708081720557,0.010844310275008977,23.53446006226085,-30.446018849532773,-7.526588665481595,
2025-09-23,1.0757318226085448,1.0849066607322364,0.6444283790437404,0.0336333304227604,0.096559801813246,put,FX,0.026472662833371408,-0.4172985837297817,4.681170446546035,0.3370804074238558,-0.3063445148712582,-0.009265300179645462,
2025-09-24,100.81874139386322,91.48994673108416,1.6629410652533505,0.0244076256564505,0.1576250624847623,call,Equity,15.799263700480928,0.7820075533715717,0.01437256292878193,38.29295589913519,104.83472087194912,-3.3535352049022302,
2025-09-25,1.1032140009547733,1.0405119567062884,1.2834919040561004,0.0134138985997507,0.1269993553098611,call,FX,0.10942941685670249,0.7251782272862752,2.101469212604551,0.4169051034247666,0.8863761162524402,-0.02988963070478582,
2025-09-26,89.22255222070694,89.78206027119697,1.1272067310592024,0.0354971960599282,0.1629204302921519,call,Equity,7.642680962130854,0.6109014971350933,0.02484449275298556,36.32106216096564,52.82486365122486,-4.288349196859862,
2025-09-27,79.74857413342393,76.09341389358066,0.9340456993407086,0.0131382552536906,,call,Equity,,,,,,,
2025-09-28,50.93227157384714,55.64501851376433,1.688362228973191,0.0378389682437479,0.210140297366183,call,Commodity,4.987919405354322,0.5185023773655967,0.028655464342527946,26.373545205454135,36.16570577597785,-2.451811132333136,
2025-09-29,43.99851796472112,41.80072949833677,1.1435306629416289,0.0385838369080024,0.2625748170684344,put,Commodity,2.9539145530310567,-0.31560499544509946,0.02877790752868597,16.727698603977306,-19.25713254009262,-1.270732990645724,
2025-09-30,96.65498764159052,92.40089034738595,1.9142440332600688,0.0395158766678307,0.3150493441794328,put,Equity,10.823541369642726,-0.3103901835811048,0.008378319903294932,47.20427805902725,-78.14767408010137,-2.271269752503004,
2025-09-01,60.610780985063165,57.552736636130376,0.776348089437397,0.0403138444185747,0.3678400249711159,put,Commodity,5.318513658646658,-0.33784419277774846,0.018606635535832847,19.52014695429974,-20.026298036486725,-3.5844856786450547,
2025-09-02,110.32465260551147,101.85332209314632,0.1874050198413302,0.0116291520927588,0.1535983721574389,put,Equity,0.3678716287942638,-0.10247873775287641,0.024354073423707462,8.532662757068357,-2.1877292398914845,-3.3609564956790408,
2025-09-03,52.21909714073114,48.01894973440134,1.0340701627219815,0.0289388708312226,0.38966953163493,put,Commodity,5.265452280187041,-0.31374600159575694,0.01713862743869728,18.831339456380512,-22.386569664073765,-2.921617578828211,
2025-09-04,107.74634053429337,106.32089198889592,0.8571589953550095,0.0346340039220886,2.5,call,Equity,81.68531436203224,0.8801757954775729,0.0008013012544946528,19.93435904104691,11.271989333369358,-29.525844168045317,
2025-09-05,95.59955513303017,98.00598552330251,1.0559588913021667,0.0442595936475328,0.2436531536566178,call,Equity,10.491208244342815,0.5841651228798422,0.0162947427725954,38.315835498177854,47.892717340943065,-6.427901068076333,
2025-09-06,1.1065370288643046,1.0319419213463528,0.2340806200608167,0.0356967711282526,0.1158693631618945,put,FX,0.0022157574838165828,-0.07750476604626855,2.3397380315737486,0.07770218239722476,-0.020593863104006096,-0.01609068181927683,
2025-09-07,100.6980208499002,102.21804091737506,0.8375228597923916,0.0357315287376941,0.3850575603562394,put,Equity,13.244733789534926,-0.4134798570474617,0.01097711756542869,35.89653340187846,-45.964374359964225,-6.2908592446534914,
2025-09-08,96.1468640313824,97.0240462793639,1.8887831366753975,0.0254441055120309,0.2645632226228791,put,Equity,11.844509003218356,-0.38629250248695646,0.010945072987501747,50.55923312799657,-92.52264960212898,-2.2945465161984253,
2025-09-09,1.1140495933867518,1.073715568293886,1.7052630908419637,,0.0571188648460229,call,FX,,,,,,,
2025-09-10,93.77300480179406,89.68177815126158,0.3245131724811468,0.037869486614566,0.3536171206472339,call,Equity,10.197266034356268,0.6492059321841468,0.019624569406102417,19.8025635231725,16.44656284096601,-12.708530772661558,
2025-09-11,108.9959987543325,115.61164017637064,0.6358656878854823,0.0170975817511889,0.3337677609509714,call,Equity,9.331228047719051,0.4810670182772643,0.013736718264055701,34.63489517013812,27.407815445588678,-9.826938597419831,
2025-09-12,51.53649760438304,54.69913516542082,1.9819597698012792,0.026504707076457,0.5002459006563433,call,Commodity,14.054829356812888,0.6338814826421771,0.01036676663581259,27.299299120580876,36.89061785806827,-3.938503887448345,
2025-09-13,112.77664895788423,122.4925224970103,1.7309842285017225,0.0271597610950007,0.2352008850632544,call,Equity,12.166070510724154,0.51579000497413,0.011422601425339251,59.14737256492915,79.630463683691,-5.267813194141299,
2025-09-14,47.04214305582085,49.43699151512713,0.2959353507882719,0.0461021162671826,0.5003484271165989,put,Commodity,6.093353726732772,-0.49848795064890505,0.031156515866442722,10.209217777424518,-8.742905432230057,-7.268535442059739,
2025-09-15,56.52739403577164,60.9989735132727,0.8394831895949099,0.0104335060592119,0.3280198404122447,put,Commodity,9.13072175613797,-0.5294548468210105,0.02341850213211828,20.60578479578166,-32.789730268490395,-3.6182276290370616,
2025-09-16,1.101050192081638,1.0110474154754476,0.7066959114217882,0.0480024786820321,0.1405381976419263,put,FX,0.0100268634333672,-0.1427559977268249,1.733804669398135,0.20875715067235634,-0.11816548002177106,-0.012730993301461964,
2025-09-17,50.48497982496359,49.96443446840138,0.6571004662263226,0.0231465818147966,0.4527348848679197,call,Commodity,7.912208368854248,0.5999363795983891,0.020853002787715888,15.811341194449053,14.702995935834666,-5.9648366839532665,
2025-09-18,1.1297578512718458,1.186782272490497,1.6040001830791122,0.0415847257117821,0.1172518456077038,call,FX,0.07652307266876768,0.5760596559145076,2.3346007578188823,0.5604120429320598,0.9211529987677347,-0.04436443880138628,
2025-09-19,99.87753227153084,100.8668967800632,0.9389079526094164,0.0455081673103319,0.164389690004161,call,Equity,7.984619010437314,0.6125627884169369,0.024070981637503805,37.061842197158086,49.94674896591496,-5.665387505400956,
2025-09-20,1.0551372814257085,0.9743279079747464,0.3716841959003881,,0.0850915012552078,call,FX,,,,,,,
2025-09-21,91.77779604433567,95.46669683598816,0.2382497120919677,0.0428744023716142,,call,Equity,,,,,,,
2025-09-22,1.1121843605745958,1.0190608928334832,0.2611916567618646,0.049465583140047,0.1206242227156496,call,FX,0.10762268906083727,0.9514286338550183,1.4698235073985861,0.05728126290407738,0.2482734720424013,-0.0602459748326333,
2025-09-23,1.027595782925134,1.1195139333329176,1.9734020212634549,0.0401351274103576,0.1312799567257502,call,FX,0.0724523789362238,0.522777834681017,2.1017104998828344,0.5749519008787763,0.9171423771077746,-0.03777712584094034,
2025-09-24,85.92536225623445,78.76779189680867,1.57657914026213,0.0323361699894322,0.2440648963827289,call,Equity,16.2920916508225,0.7268770713694752,0.012628892986084763,35.878074106925894,72.78290847808626,-4.269883793726199,
2025-09-25,1.1428829811601011,1.1411972526013396,0.1215719250580962,0.028746425679765,0.0611197482306151,put,FX,0.0071212094956539795,-0.4036502420590652,15.89979586438546,0.15431563490749603,-0.05694990650081979,-0.025324597933529418,
2025-09-26,98.40061470036572,90.89890442996813,0.3232998688764992,0.0359684120846425,0.1640758189204593,put,Equity,0.766289296020437,-0.15355698063813583,0.025797059753878023,13.250001929850146,-5.132834993504278,-2.7911626985682143,
2025-09-27,52.59673257120586,51.28045283808952,0.6428529639355354,0.0447439651275784,0.5848690193898167,call,Commodity,10.94064080417385,0.6367755518270667,0.015214533298781216,15.825098950201225,14.497409574642914,-8.207905908251623,
2025-09-28,57.66369456501289,63.00591917099951,0.123093501910651,0.0487951530683055,0.2894383354077811,put,Commodity,5.680841812572645,-0.7771419282531733,0.050939885682099055,6.034677615824595,-6.2154484004122335,-4.6310305336096675,
2025-09-29,102.24092481810416,103.34214718662582,1.941674817676288,0.0309239137668059,0.1684491411838497,call,Equity,11.986904554903383,0.628365616516548,0.015755562116493826,53.86773810209899,101.46761002017537,-3.9526509088582467,
2025-09-30,1.10062962003909,1.1437189810751478,-0.1,0.0351023232033625,0.1129398638135262,call,FX,,,,,,,T and sigma must be positive
2025-09-01,1.143616031836034,1.093517230247123,1.9057818197454612,0.0456105513556366,0.0545446380341457,put,FX,0.0013055950446175454,-0.036973613729406773,0.938548391622571,0.127597564029858,-0.08307152864420525,0.00016216796077704859,
2025-09-02,50.91671002869176,52.14006135814262,0.6270242476641521,0.0175248463889504,0.3822627011142852,call,Commodity,5.843148940635942,0.5434829973544547,0.0257309397366097,15.989046876439183,13.687448517751413,-5.25638134190767,
2025-09-03,39.380521378450965,36.05471534717501,1.9513501345657165,0.0494484297791841,0.4334624447403488,put,Commodity,5.641098443590659,-0.2716507166390498,0.013908598493459117,18.244542289429074,-31.882807970249527,-1.2184421026118708,
2025-09-04,1.073712248915962,1.08146367105297,0.6881024709440227,0.0425518007882779,0.1198161714019745,put,FX,0.03139799454239578,-0.39284275331071616,3.602670074009939,0.3424276793591295,-0.3118467122550794,-0.010528297587916527,
2025-09-05,1.055079266432582,1.1231397379646952,1.9046198352546555,0.0390287803355344,0.1410927184493842,call,FX,0.08769987801355528,0.5628018218990132,1.9177416307217905,0.5736845811579668,0.9639293468770356,-0.04100153943415939,
2025-09-06,1.1245959585753251,1.1062072483807337,1.872184118372625,0.0446425555800163,0.1113415195935789,put,FX,0.024994533393428664,-0.23177802395946134,1.7799592415971222,0.46925487786231024,-0.5347915696864157,-0.00120143803882369,
2025-09-07,111.79440120721289,103.97811434096548,1.2288483591690569,0.0252356342652408,0.3968190323287361,call,Equity,24.501714157214032,0.6755218386562439,0.007313940958719426,44.57407567933155,62.693195482488534,-8.484385614654249,
2025-09-08,95.30824347895296,101.82959420394802,1.6928245389511618,0.0287477263917988,0.3924785994536508,call,Equity,18.54586412613321,0.5874598699344332,0.007999271867833802,48.27689337703369,63.385959849832126,-6.672886480685708,
2025-09-09,1.0202786170602818,1.094702305391571,1.6445119173471474,0.0499887069314452,0.0556375496650927,call,FX,0.03524292019811848,0.579675532950148,5.370642758693354,0.5115273448481166,0.9146571873026063,-0.036456162751646606,
2025-09-10,94.00624977046228,95.04843512287894,1.56107608884297,0.0477906291952971,0.3991592092684763,put,Equity,15.18852215805994,-0.35314413921852505,0.007926062403083417,43.64567029552751,-75.53466210472894,-3.2675771732044243,
2025-09-11,-10.0,44.20816933678222,1.9126969517915724,0.0342469853780352,0.3802176541240374,call,Commodity,,,,,,,S and K must be positive
2025-09-12,53.114249661737496,54.93820026546227,-0.1,0.0243265087213136,0.2914571222013851,call,Commodity,,,,,,,T and sigma must be positive
2025-09-13,1.1166157005989796,1.1774306989537553,1.0883106521127874,0.0440872600127416,0.1020307700903793,put,FX,0.05039420819607143,-0.4977018474610925,3.3565376664634705,0.4647110826681213,-0.6596641623532256,0.004939187739490949,
2025-09-14,46.25756731721723,46.82133578131179,1.7656418450508555,0.0261393146484958,0.4207627355097942,put,Commodity,9.258466030282701,-0.36676604270971647,0.014557031386032867,23.140795277338395,-46.30249356448433,-2.071811292502044,
2025-09-15,106.45375949585149,100.34255067236738,0.3591058036148625,0.0105817866267152,0.3260199420248059,call,Equity,11.688708105084068,0.6626645743702144,0.017564475527986637,23.303641102677442,21.134966347702427,-11.201076463801849,
2025-09-16,1.1684315778766174,1.1894441108227325,0.8452636856894914,0.0274989968809491,0.0850587558806597,call,FX,0.03959000815470326,0.5431651175680478,4.3404977370563005,0.4260468344003267,0.5029836799354093,-0.03780010194113792,
2025-09-17,48.65296582777721,51.41307789494539,0.8534312864104133,0.0348834680091149,0.4055957956639243,call,Commodity,6.714038853304405,0.5475740374117191,0.021728028152349668,17.803318388087106,17.006378222810564,-4.925665441566603,
2025-09-18,107.17542255795962,116.81093511576468,0.379439613765172,0.0470635050064597,0.3655909271866863,put,Equity,14.18276596839356,-0.575496460832736,0.016232195386255872,25.864598997116214,-28.78498815653054,-8.889975658170561,
2025-09-19,82.96617560644846,90.93146899403858,1.035974378586452,0.0231500644115003,0.2647839390595653,put,Equity,12.396908306354248,-0.5463374780503796,0.01772148289403568,33.46130357096179,-59.8010402891552,-2.939850648025228,
2025-09-20,99.4445230110338,94.27630401244782,0.2441403234064614,0.0151551888764259,0.3083502135791814,call,Equity,9.035507693162444,0.6739181837908502,0.023787265149494013,17.708836189669466,14.155735599532877,-12.061893407319818,
2025-09-21,1.1183299123048425,1.083810933603604,1.8038979788214224,0.0289584656105148,0.0681880084399144,put,FX,0.009630683673960888,-0.168898067347947,2.46045885851809,0.3785087889809912,-0.35809980523584994,-0.0014052121480897422,
2025-09-22,1.0530060106836323,0.9839961816423782,0.4653491357364744,0.0116347446506591,0.1167557738521027,call,FX,0.08216037789252117,0.8311796039220138,3.003813894817343,0.1809639222253387,0.3690575759947231,-0.031929106355683724,
2025-09-23,94.6974238162756,86.9076617212019,0.3292081550911415,0.028431150721309,0.1942526210691867,call,Equity,9.696883080235892,0.8185577228076146,0.024985991103189185,14.328818524707387,22.32637841562688,-6.155588420521363,
2025-09-24,92.07127167737656,89.57190237772642,1.056492814624228,0.0376157931451746,2.5,put,Equity,68.38247889424127,-0.09492912084622329,0.0007139995272999824,15.986476877313985,-81.4796035070095,-16.013526974709624,
2025-09-25,46.50137246003708,50.41560131109303,0.2160481237242411,0.0210751059258881,0.5494314496427108,call,Commodity,3.2855567056140487,0.43213391512535404,0.0331062575215006,8.49778316139757,3.6316098261549286,-11.159602688348793,
2025-09-26,1.1106989955367113,1.1658473532849882,0.4505899367771169,0.0183739729334684,0.1306201279793061,call,FX,0.020954111892826366,0.33928650256802634,3.7594187555548055,0.27296379979939495,0.1603609327971988,-0.046103450110636816,
2025-09-27,97.24948302848355,94.69986687169852,0.9788159606529808,0.0398988375253502,0.304563692882574,put,Equity,8.452256220422157,-0.35627359098092914,0.012720882264426199,35.865014261519455,-42.18665346932279,-3.8601660718281487,
2025-09-28,38.49039417632208,36.5846342571834,1.4553642131806497,0.0458082735074879,0.2146732811562391,put,Commodity,1.989384146830412,-0.2799485369073199,0.03376675507932204,15.629451278822353,-18.57730748352022,-0.5679804440868055,
2025-09-29,130.7888080845524,129.4132333119228,-0.1,0.0196988201453891,0.176793002834944,call,Equity,,,,,,,T and sigma must be positive
2025-09-30,55.59787455717289,54.23332661599535,0.1381352757776801,0.0228831666233271,0.3076972923797524,put,Commodity,1.8068398658100087,-0.3812839087118989,0.059945516705823085,7.875921164445239,-3.1778593168168774,-8.245397983850241,
2025-09-01,93.53427115757474,100.83980807180588,1.2278256617526924,0.0371640927657795,0.1799405329548128,put,Equity,9.025519718908619,-0.5193937787876436,0.021366253258342863,41.298626972958964,-70.73090874488406,-0.8853035522597739,
2025-09-02,1.0459225998192805,1.045596731950056,0.265148547366105,0.0314842616727419,0.1289171238607338,put,FX,0.023299679795940886,-0.43500682243449984,5.669443389486324,0.21200171656706737,-0.12681608151243404,-0.03647998519364942,
2025-09-03,1.176156203863483,1.0885514564018914,0.6391742210175765,0.0245232918559454,0.0931659546229679,put,FX,0.004231416118849168,-0.09906897659286007,1.9896296886149112,0.16389992288219807,-0.07718157036140717,-0.008983779420829497,
2025-09-04,105.3891004368466,106.88095280874694,0.7765837792059078,0.0494606099517191,0.3114793103329003,put,Equity,10.142702794430477,-0.4106128301653138,0.013443212157272216,36.11702478157635,-41.482635632987666,-4.601044497687038,
2025-09-05,43.00716213090429,40.02125347423207,0.5673196839305654,0.0164272549303822,0.2407129890481615,call,Commodity,4.957831569943078,0.7050324563351343,0.04424725729542762,11.17622936622791,14.389277243633964,-2.787684190867884,
2025-09-06,52.81484618345286,50.54481306154979,0.4294098310600341,0.045870616985057,0.2746268096205223,put,Commodity,2.268352296525542,-0.32868294739566906,0.03804116093237323,12.513555252762176,-8.428323736781946,-3.101155054589187,
2025-09-07,50.24260813972413,55.08980010458838,0.3128739141192994,0.0259142239618296,0.3641587307958646,put,Commodity,6.810637619964741,-0.6219121157425452,0.03714722535974448,10.683924601412171,-11.907081455060172,-5.2313707278332195,
2025-09-08,1.0584524941794482,1.1358268799880171,1.652436934803632,0.0203161130817975,0.1469470433275368,call,FX,0.06275261838710755,0.4596439580270986,1.985115342664168,0.5400254569909585,0.700234486709436,-0.03262067918820793,
2025-09-09,1.1250458593812191,1.1378180309315833,1.1860641099928098,0.0211991637464113,0.1429375989127585,call,FX,0.07733153163177697,0.5662509024505153,2.24644123413791,0.4820478612470361,0.6638717521025012,-0.04091255059018101,
2025-09-10,1.0511222377600726,0.9853311826926286,0.7149905491680629,,0.1269492933191937,put,FX,,,,,,,
2025-09-11,1.018622878105842,1.0411588993074592,0.648398051156486,0.0332495288569044,0.0614836824739203,call,FX,0.01995554396390281,0.507265188748646,7.909406463093344,0.3271691295863777,0.3220958703528413,-0.03202865483374713,
2025-09-12,100.48084946661382,100.10183774931748,1.1119199218480131,0.012072941472897,0.1885906788185505,put,Equity,7.063203330825807,-0.4262460379637657,0.01962285684111032,41.54536381465267,-55.476761925006834,-2.920863650468869,
